

########## payment_config  (sample; table has 148 rows) ##########
id,file_line_no,transaction_type_raw,transaction_type_norm,description_raw,description_norm,is_desc_wildcard,amount_field,record_ref_template,summary_pos,summary_neg,raw
46,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,56,payment_txn,"""1 July 2026 12:17:53 am GMT+9"",""12382593803"",""Order"",""250-7281823-3942229"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""Allambie Heights"",""NSW"",""2100"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""9 July 2026 9:16:14 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""250-7281823-3942229"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 12:17:53 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Allambie Heights"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2100"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 9:16:14 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
47,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,57,payment_txn,"""1 July 2026 12:21:48 am GMT+9"",""12382593803"",""Order"",""503-5285693-2320603"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""NEWPORT"",""NSW"",""2106"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 3:47:35 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""503-5285693-2320603"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 12:21:48 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""NEWPORT"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2106"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 3:47:35 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
48,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,58,payment_txn,"""1 July 2026 12:38:37 am GMT+9"",""12382593803"",""Order"",""249-4600106-0221406"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""NORTH BONDI"",""NSW"",""2026"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 8:04:18 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""249-4600106-0221406"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 12:38:37 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""NORTH BONDI"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2026"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 8:04:18 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
49,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,59,payment_txn,"""1 July 2026 12:39:23 am GMT+9"",""12382593803"",""Order"",""250-5626208-8860611"",""BDPRM004QAFE1A"",""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."",""1"",""amazon.com.au"",""Amazon"",""NORTH BONDI"",""NSW"",""2026"",""27.03"",""0"",""0"",""0"",""0"",""0"",""-3.86"",""-6.17"",""0"",""0"",""17.00"",""Released"",""8 July 2026 2:26:09 pm GMT+9""","{""sku"": ""BDPRM004QAFE1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""17.00"", ""order ID"": ""250-5626208-8860611"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 12:39:23 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""NORTH BONDI"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2026"", ""selling fees"": ""-3.86"", ""product sales"": ""27.03"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 2:26:09 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
50,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,60,payment_txn,"""1 July 2026 12:39:27 am GMT+9"",""12382593803"",""Order"",""503-9230744-3371844"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""BONDI BEACH"",""NSW"",""2026"",""24.59"",""2.67"",""0"",""-2.67"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 4:55:10 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""503-9230744-3371844"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 12:39:27 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BONDI BEACH"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2026"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""2.67"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""-2.67"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 4:55:10 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
51,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,61,payment_txn,"""1 July 2026 1:00:23 am GMT+9"",""12382593803"",""Order"",""503-6751918-1113401"",""BIO-S956138845_AU"",""BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69"",""1"",""amazon.com.au"",""Amazon"",""BURPENGARY"",""QLD"",""4505"",""32.99"",""0"",""0"",""0"",""0"",""0"",""-4.72"",""-7.76"",""0"",""0"",""20.51"",""Released"",""8 July 2026 1:11:52 pm GMT+9""","{""sku"": ""BIO-S956138845_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""20.51"", ""order ID"": ""503-6751918-1113401"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 1:00:23 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BURPENGARY"", ""description"": ""BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4505"", ""selling fees"": ""-4.72"", ""product sales"": ""32.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 1:11:52 pm GMT+9"", ""fulfilment by amazon fees"": ""-7.76""}",2026-09-12 20:34:41.52729+05:30
52,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,62,payment_txn,"""1 July 2026 1:00:23 am GMT+9"",""12382593803"",""Order"",""503-6751918-1113401"",""BIO-S346465070_AU"",""BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin"",""1"",""amazon.com.au"",""Amazon"",""BURPENGARY"",""QLD"",""4505"",""35.99"",""0"",""0"",""0"",""0"",""0"",""-5.15"",""-7.46"",""0"",""0"",""23.38"",""Released"",""8 July 2026 1:11:52 pm GMT+9""","{""sku"": ""BIO-S346465070_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""23.38"", ""order ID"": ""503-6751918-1113401"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 1:00:23 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BURPENGARY"", ""description"": ""BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4505"", ""selling fees"": ""-5.15"", ""product sales"": ""35.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 1:11:52 pm GMT+9"", ""fulfilment by amazon fees"": ""-7.46""}",2026-09-12 20:34:41.52729+05:30
53,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,63,payment_txn,"""1 July 2026 1:07:44 am GMT+9"",""12382593803"",""Order"",""249-4735156-5904658"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""HEATHCOTE"",""NSW"",""2233"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""9 July 2026 12:03:22 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""249-4735156-5904658"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 1:07:44 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""HEATHCOTE"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2233"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 12:03:22 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
54,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,64,payment_txn,"""1 July 2026 1:07:59 am GMT+9"",""12382593803"",""Order"",""503-2770123-1799028"",""BDPRM004QAFE1A"",""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."",""1"",""amazon.com.au"",""Amazon"",""EAGLE VALE"",""NSW"",""2558"",""27.03"",""0"",""0"",""0"",""0"",""0"",""-3.86"",""-6.17"",""0"",""0"",""17.00"",""Released"",""9 July 2026 2:19:19 am GMT+9""","{""sku"": ""BDPRM004QAFE1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""17.00"", ""order ID"": ""503-2770123-1799028"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 1:07:59 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""EAGLE VALE"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2558"", ""selling fees"": ""-3.86"", ""product sales"": ""27.03"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 2:19:19 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
55,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,65,payment_txn,"""1 July 2026 1:10:04 am GMT+9"",""12382593803"",""Order"",""249-9473884-9597439"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""2"",""amazon.com.au"",""Amazon"",""FAIRFIELD WEST"",""NSW"",""2165"",""49.18"",""2.67"",""0"",""0"",""0"",""0"",""-7.04"",""-15.01"",""0"",""0"",""29.80"",""Released"",""8 July 2026 12:22:29 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""29.80"", ""order ID"": ""249-9473884-9597439"", ""quantity"": ""2"", ""date/time"": ""1 July 2026 1:10:04 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""FAIRFIELD WEST"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2165"", ""selling fees"": ""-7.04"", ""product sales"": ""49.18"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""2.67"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 12:22:29 pm GMT+9"", ""fulfilment by amazon fees"": ""-15.01""}",2026-09-12 20:34:41.52729+05:30
56,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,66,payment_txn,"""1 July 2026 1:10:11 am GMT+9"",""12382593803"",""Order"",""503-3798063-6439056"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""2"",""amazon.com.au"",""Amazon"",""ASHBURY"",""NSW"",""2193"",""49.18"",""5.33"",""0"",""-5.33"",""0"",""0"",""-7.04"",""-12.34"",""0"",""0"",""29.80"",""Released"",""8 July 2026 7:54:44 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""29.80"", ""order ID"": ""503-3798063-6439056"", ""quantity"": ""2"", ""date/time"": ""1 July 2026 1:10:11 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""ASHBURY"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2193"", ""selling fees"": ""-7.04"", ""product sales"": ""49.18"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""5.33"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""-5.33"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 7:54:44 am GMT+9"", ""fulfilment by amazon fees"": ""-12.34""}",2026-09-12 20:34:41.52729+05:30
57,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,67,payment_txn,"""1 July 2026 1:10:20 am GMT+9"",""12382593803"",""Order"",""503-1488558-6622207"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""CRONULLA"",""NSW"",""2230"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 10:32:41 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""503-1488558-6622207"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 1:10:20 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""CRONULLA"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2230"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 10:32:41 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
58,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,68,payment_txn,"""1 July 2026 1:12:49 am GMT+9"",""12382593803"",""Order"",""250-8762888-3192656"",""BIO-S000004218_AU"",""BIODANCE Refreshing Sea kelp Real Deep Mask, Overnight Hydrogel Mask, Calming, Oil & Sebum Control, Blemish Care, Korean Skincare | 1.19oz(34g) x 4ea"",""1"",""amazon.com.au"",""Amazon"",""AUBURN"",""NSW"",""2144"",""22.99"",""2.00"",""0"",""0"",""0"",""0"",""-3.29"",""-8.17"",""0"",""0"",""13.53"",""Released"",""8 July 2026 8:40:12 am GMT+9""","{""sku"": ""BIO-S000004218_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""13.53"", ""order ID"": ""250-8762888-3192656"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 1:12:49 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""AUBURN"", ""description"": ""BIODANCE Refreshing Sea kelp Real Deep Mask, Overnight Hydrogel Mask, Calming, Oil & Sebum Control, Blemish Care, Korean Skincare | 1.19oz(34g) x 4ea"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2144"", ""selling fees"": ""-3.29"", ""product sales"": ""22.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""2.00"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 8:40:12 am GMT+9"", ""fulfilment by amazon fees"": ""-8.17""}",2026-09-12 20:34:41.52729+05:30
59,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,69,payment_txn,"""1 July 2026 1:12:49 am GMT+9"",""12382593803"",""Order"",""250-8762888-3192656"",""BIO-S000004221_AU"",""BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi"",""1"",""amazon.com.au"",""Amazon"",""AUBURN"",""NSW"",""2144"",""29.99"",""2.00"",""0"",""0"",""0"",""0"",""-4.29"",""-7.79"",""0"",""0"",""19.91"",""Released"",""8 July 2026 8:40:12 am GMT+9""","{""sku"": ""BIO-S000004221_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""19.91"", ""order ID"": ""250-8762888-3192656"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 1:12:49 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""AUBURN"", ""description"": ""BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2144"", ""selling fees"": ""-4.29"", ""product sales"": ""29.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""2.00"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 8:40:12 am GMT+9"", ""fulfilment by amazon fees"": ""-7.79""}",2026-09-12 20:34:41.52729+05:30
